benchmark,dataset,train_size,seed,method,subset,n_train,n_test,n_eval,rmse,mean_crps,wall_sec,coverage_90,mean_width_90,coverage_95,mean_width_95,train_sec,pred_sec,init_inlier_rate,final_inlier_rate,label_change_rate,mean_noise_var,init_init_sec,init_meanw_cem_failed,init_meanw_cem_inlier_rate,Q,n_neighbors,status
pdebench_burgers,PDEBench Burgers ShockJump,500,4,self_cem2_nstd0.1_kcov0.1,all,500,400,400,0.8458730725905842,0.2930663824081421,223.3004557999957,0.795,0.595450044350531,0.8375,0.7095224902673058,221.666576299991,1.6338795000046957,0.7814,0.8009000000000001,0.0337,0.016632897636068174,35.294386399997165,0,0.7814,3,25,ok
pdebench_burgers,PDEBench Burgers ShockJump,500,4,self_cem2_nstd0.1_kcov0.1,near_threshold,500,400,106,0.8855661962066584,0.38821494579315186,223.3004557999957,0.6981132075471698,0.8035481013417067,0.7452830188679245,0.957486619277006,221.666576299991,1.6338795000046957,0.7814,0.8009000000000001,0.0337,0.016632897636068174,35.294386399997165,0,0.7814,3,25,ok
pdebench_burgers,PDEBench Burgers ShockJump,500,4,self_cem2_nstd0.1_kcov0.1,far_from_threshold,500,400,294,0.8310971116827895,0.25876110792160034,223.3004557999957,0.8299319727891157,0.5204214931904471,0.8707482993197279,0.6201204573590466,221.666576299991,1.6338795000046957,0.7814,0.8009000000000001,0.0337,0.016632897636068174,35.294386399997165,0,0.7814,3,25,ok
pdebench_burgers,PDEBench Burgers ShockJump,1000,0,self_cem2_nstd0.1_kcov0.1,all,1000,400,400,0.7661333608456001,0.26309314370155334,233.81052739999723,0.8275,0.6043941373332793,0.865,0.7201800343997001,232.2294891999918,1.5810382000054233,0.8053,0.8243,0.0366,0.04476390772739557,33.6650084000139,0,0.8053,3,25,ok
pdebench_burgers,PDEBench Burgers ShockJump,1000,0,self_cem2_nstd0.1_kcov0.1,near_threshold,1000,400,106,0.916579121682307,0.40256431698799133,233.81052739999723,0.7358490566037735,0.7315425783061708,0.7735849056603774,0.871686746555697,232.2294891999918,1.5810382000054233,0.8053,0.8243,0.0366,0.04476390772739557,33.6650084000139,0,0.8053,3,25,ok
pdebench_burgers,PDEBench Burgers ShockJump,1000,0,self_cem2_nstd0.1_kcov0.1,far_from_threshold,1000,400,294,0.7040497486771069,0.21280764043331146,233.81052739999723,0.8605442176870748,0.558551502152577,0.8979591836734694,0.6655551653910754,232.2294891999918,1.5810382000054233,0.8053,0.8243,0.0366,0.04476390772739557,33.6650084000139,0,0.8053,3,25,ok
pdebench_burgers,PDEBench Burgers ShockJump,1000,1,self_cem2_nstd0.1_kcov0.1,all,1000,400,400,0.8770603107566982,0.3053893744945526,260.58588530001,0.8075,0.5580326360091509,0.85,0.6649368982472705,258.3195687000116,2.2663165999983903,0.8066,0.8272,0.0398,0.025088644152449175,31.907068000000436,0,0.8066,3,25,ok
pdebench_burgers,PDEBench Burgers ShockJump,1000,1,self_cem2_nstd0.1_kcov0.1,near_threshold,1000,400,106,0.8863980405984757,0.3713633120059967,260.58588530001,0.7264150943396226,0.6950340914500568,0.7641509433962265,0.8281842012862702,258.3195687000116,2.2663165999983903,0.8066,0.8272,0.0398,0.025088644152449175,31.907068000000436,0,0.8066,3,25,ok
pdebench_burgers,PDEBench Burgers ShockJump,1000,1,self_cem2_nstd0.1_kcov0.1,far_from_threshold,1000,400,294,0.8736691685498179,0.2816028594970703,260.58588530001,0.8367346938775511,0.5086375534352189,0.8809523809523809,0.6060790270835497,258.3195687000116,2.2663165999983903,0.8066,0.8272,0.0398,0.025088644152449175,31.907068000000436,0,0.8066,3,25,ok
pdebench_burgers,PDEBench Burgers ShockJump,1000,2,self_cem2_nstd0.1_kcov0.1,all,1000,400,400,0.8080970070298837,0.28268489241600037,262.381884500006,0.825,0.6446458250875381,0.855,0.7681428786447018,260.4099007000041,1.971983800001908,0.793,0.8026000000000001,0.0362,0.04832974766540531,57.91230340002221,0,0.793,3,25,ok
