benchmark,dataset,train_size,seed,method,subset,n_train,n_test,n_eval,rmse,mean_crps,wall_sec,coverage_90,mean_width_90,coverage_95,mean_width_95
pdebench_burgers,PDEBench Burgers ShockJump,1000,1,xgb_bootstrap,near_threshold,1000,400,106,0.8626359446962029,0.4118843674659729,4.8794962000029045,0.8584905660377359,1.7641355083314831,0.8867924528301887,2.10209711279068
pdebench_burgers,PDEBench Burgers ShockJump,1000,1,xgb_bootstrap,far_from_threshold,1000,400,294,0.6452517250994515,0.2706785798072815,4.8794962000029045,0.9455782312925171,1.6494296552290009,0.9523809523809523,1.9654166585465649
pdebench_burgers,PDEBench Burgers ShockJump,1000,1,dkl_svgp,all,1000,400,400,0.9943686127662659,0.47895094752311707,1.55608729999949,0.8125,1.9449635490738981,0.835,2.31756701323826
pdebench_burgers,PDEBench Burgers ShockJump,1000,1,dkl_svgp,near_threshold,1000,400,106,1.5864253044128418,0.9369403719902039,1.55608729999949,0.5754716981132075,1.8859282859439896,0.6132075471698113,2.2472221584398944
pdebench_burgers,PDEBench Burgers ShockJump,1000,1,dkl_svgp,far_from_threshold,1000,400,294,0.6617145538330078,0.3138256072998047,1.55608729999949,0.8979591836734694,1.9662483718350219,0.9149659863945578,2.342929443879848
pdebench_burgers,PDEBench Burgers ShockJump,1000,1,lmjgp_predict_vi,all,1000,400,400,0.7741425633430481,0.2647436857223511,726.6556041000003,0.82,0.9014527388775917,0.8775,1.0741471903731867
pdebench_burgers,PDEBench Burgers ShockJump,1000,1,lmjgp_predict_vi,near_threshold,1000,400,106,0.9405190348625183,0.410425066947937,726.6556041000003,0.7264150943396226,1.4593877651893856,0.8018867924528302,1.7389677794922604
pdebench_burgers,PDEBench Burgers ShockJump,1000,1,lmjgp_predict_vi,far_from_threshold,1000,400,294,0.7045856714248657,0.21221908926963806,726.6556041000003,0.8537414965986394,0.7002924912957885,0.9047619047619048,0.8344499711669898
pdebench_burgers,PDEBench Burgers ShockJump,1000,2,xgb_bootstrap,all,1000,400,400,0.6934705562510366,0.31107401847839355,4.6392752999963704,0.925,1.821908067824914,0.94,2.170937363404154
pdebench_burgers,PDEBench Burgers ShockJump,1000,2,xgb_bootstrap,near_threshold,1000,400,106,0.8453575838952653,0.41006919741630554,4.6392752999963704,0.8490566037735849,1.9159661789470384,0.8867924528301887,2.2830145155790262
pdebench_burgers,PDEBench Burgers ShockJump,1000,2,xgb_bootstrap,far_from_threshold,1000,400,294,0.6297873624038809,0.2753818929195404,4.6392752999963704,0.9523809523809523,1.7879959597332638,0.9591836734693877,2.1305285942526693
