dataset,train_size,seed,family,method,rmse,crps,cov90,width90,cov95,width95,wall_sec,mean_crps,coverage_90,mean_width_90,coverage_95,mean_width_95,omitted_eval_points,standardize_x,standardize_y,Q,n,MC_num,train_time_sec,pred_time_sec,cem_map_train_time_sec,cem_vi_train_time_sec,coeff_gp_lengthscale,mean_coeff_gp_var,laplace_mean_var,laplace_hessian_median,laplace_hessian_failures,vi_query_var_mean,vi_anchor_var_mean,vi_kl,vi_best_loss,has_qV_gradient,best_elbo,R,residual_scale
Appliances Energy Prediction,200,1,cem_em_repaired,cem_em_supervised_vi_fullcov_ensemble,99.98533795550551,48.77472686767578,0.765625,197.19789752954566,0.765625,234.975787907195,279.19305269999313,48.77472686767578,0.765625,197.19789752954566,0.765625,234.975787907195,0,1,1,5,35,3,248.78771730000153,30.4053353999916,192.6534823999973,56.13423490000423,6.855514049530029,0.056333012878894806,0.0926077663898468,0.06756899505853653,0,0.05906040966510773,0.0016939513152465224,6856.8623046875,124.30887603759766,,,,
Appliances Energy Prediction,200,1,lmjgp_supervised_reparam,lmjgp_supervised_reparam,110.73955054676897,54.0146484375,0.671875,174.0713731086864,0.703125,207.41883438271736,101.61563349998323,54.0146484375,0.671875,174.0713731086864,0.703125,207.41883438271736,0,1,1,5,35,3,71.25556749998941,30.36006599999382,,,,,,,,,,,,True,,,
Appliances Energy Prediction,200,1,lmjgp_lowrank_residual,lmjgp_lowrank_pls_pca,115.70007006669631,54.406837463378906,0.640625,130.96037544918462,0.703125,156.04891224148912,71.24829099999624,54.406837463378906,0.640625,130.96037544918462,0.703125,156.04891224148912,0,,,,,,40.07008579999092,31.178205200005323,,,,,,,,,,,,,-4.665239430801908,10,1.0
Appliances Energy Prediction,200,1,lmjgp_lowrank_residual,lmjgp_lowrank_cem_mean_pls_pca,108.93112216215806,51.33984375,0.671875,125.76856208860849,0.71875,149.86248505158616,71.17458739998983,51.33984375,0.671875,125.76856208860849,0.71875,149.86248505158616,0,,,,,,40.233540799992625,30.941046599997208,,,,,,,,,,,,,-3.3181787638106592,10,1.0
Appliances Energy Prediction,200,1,lmjgp_lowrank_residual,lmjgp_lowrank_cem_mean_cem_svd,108.53120898511855,50.8490104675293,0.71875,154.85370625533727,0.765625,184.51957193025072,68.75392950003152,50.8490104675293,0.71875,154.85370625533727,0.765625,184.51957193025072,0,,,,,,39.295348200015724,29.458581300015794,,,,,,,,,,,,,-4.953721194842419,10,1.0
Wine Quality,200,2,cem_em_repaired,cem_em_transductive_gp_cond_ensemble,0.987209908872207,0.611535906791687,0.578125,1.3304626423372388,0.609375,1.5853440203004256,152.4957837999682,0.611535906791687,0.578125,1.3304626423372388,0.609375,1.5853440203004256,0,1,0,3,25,3,136.43301269997028,16.062771099997917,83.11193729998195,53.32107539998833,4.0615153312683105,9.930599480867386e-05,0.027923068031668663,0.002096631331369281,0,0.0017288516974076629,0.001673973398283124,6797.73095703125,124.36358642578125,,,,
Wine Quality,200,2,cem_em_repaired,cem_em_transductive_laplace_ensemble,0.9447102211797724,0.5566064119338989,0.625,1.699550098185456,0.734375,2.0251388499162073,152.91622789998655,0.5566064119338989,0.625,1.699550098185456,0.734375,2.0251388499162073,0,1,0,3,25,3,136.43301269997028,16.483215200016275,83.11193729998195,53.32107539998833,4.0615153312683105,9.930599480867386e-05,0.027923068031668663,0.002096631331369281,0,0.0017288516974076629,0.001673973398283124,6797.73095703125,124.36358642578125,,,,
Wine Quality,200,2,cem_em_repaired,cem_em_transductive_vi_fullcov_ensemble,0.9010180702983984,0.49514180421829224,0.71875,1.7555484073743552,0.78125,2.091864950893835,153.20083439996233,0.49514180421829224,0.71875,1.7555484073743552,0.78125,2.091864950893835,0,1,0,3,25,3,136.43301269997028,16.767821699992055,83.11193729998195,53.32107539998833,4.0615153312683105,9.930599480867386e-05,0.027923068031668663,0.002096631331369281,0,0.0017288516974076629,0.001673973398283124,6797.73095703125,124.36358642578125,,,,
Wine Quality,200,2,cem_em_repaired,cem_em_supervised_gp_cond_ensemble,0.7637308976936166,0.43530285358428955,0.859375,2.035733094710509,0.875,2.425725597945001,441.87497090001125,0.43530285358428955,0.859375,2.035733094710509,0.875,2.425725597945001,0,1,0,3,25,3,424.98896360001527,16.88600729999598,332.4101053000195,92.57885829999577,4.059903621673584,0.032055310904979706,0.06250490248203278,0.003949334844946861,0,0.03630327805876732,0.0016829298110678792,7828.8662109375,147.37445068359375,,,,
Wine Quality,200,2,cem_em_repaired,cem_em_supervised_laplace_ensemble,0.7797960081961971,0.4438457190990448,0.859375,2.0936656413980677,0.90625,2.494756485058491,441.6998329999915,0.4438457190990448,0.859375,2.0936656413980677,0.90625,2.494756485058491,0,1,0,3,25,3,424.98896360001527,16.710869399976218,332.4101053000195,92.57885829999577,4.059903621673584,0.032055310904979706,0.06250490248203278,0.003949334844946861,0,0.03630327805876732,0.0016829298110678792,7828.8662109375,147.37445068359375,,,,
Wine Quality,200,2,cem_em_repaired,cem_em_supervised_vi_fullcov_ensemble,0.7399181703225172,0.4161147475242615,0.84375,2.0170099147889973,0.90625,2.403415553013989,441.90794530001585,0.4161147475242615,0.84375,2.0170099147889973,0.90625,2.403415553013989,0,1,0,3,25,3,424.98896360001527,16.918981700000586,332.4101053000195,92.57885829999577,4.059903621673584,0.032055310904979706,0.06250490248203278,0.003949334844946861,0,0.03630327805876732,0.0016829298110678792,7828.8662109375,147.37445068359375,,,,
Wine Quality,200,2,lmjgp_supervised_reparam,lmjgp_supervised_reparam,0.7191926537218324,0.39424940943717957,0.921875,2.1161710188620555,0.953125,2.5215732963328454,35.91347339999629,0.39424940943717957,0.921875,2.1161710188620555,0.953125,2.5215732963328454,0,1,0,3,25,3,22.038656799995806,13.874816600000486,,,,,,,,,,,,True,,,
Wine Quality,200,2,lmjgp_lowrank_residual,lmjgp_lowrank_pls_pca,0.7319327291650778,0.3982226848602295,0.90625,2.1684420097207155,0.90625,2.583858023581843,42.73563659997308,0.3982226848602295,0.90625,2.1684420097207155,0.90625,2.583858023581843,0,,,,,,28.826610899996012,13.909025699977065,,,,,,,,,,,,,-4.050492153802507,10,1.0
Wine Quality,200,2,lmjgp_lowrank_residual,lmjgp_lowrank_cem_mean_pls_pca,0.7654887775333282,0.432834267616272,0.875,2.1537481534560587,0.890625,2.566349213921914,44.43675760002225,0.432834267616272,0.875,2.1537481534560587,0.890625,2.566349213921914,0,,,,,,30.27488290000474,14.161874700017506,,,,,,,,,,,,,-4.52516879407706,10,1.0
Wine Quality,200,2,lmjgp_lowrank_residual,lmjgp_lowrank_cem_mean_cem_svd,0.7312568588396585,0.40086933970451355,0.890625,2.056479216083473,0.9375,2.4504461262908985,45.10109949999605,0.40086933970451355,0.890625,2.056479216083473,0.9375,2.4504461262908985,0,,,,,,29.527143399987835,15.573956100008218,,,,,,,,,,,,,-4.134094782542854,10,1.0
Parkinsons Telemonitoring,200,2,cem_em_repaired,cem_em_transductive_gp_cond_ensemble,8.991065851905638,5.2571635246276855,0.734375,18.696258267198,0.75,22.27796580129888,255.1156048999983,5.2571635246276855,0.734375,18.696258267198,0.75,22.27796580129888,0,0,0,5,25,3,220.0795647999912,35.036040100007085,192.40441319998354,27.675151600007666,53.9720344543457,4.6982429921627045e-05,0.000373095681425184,0.19282662868499756,0,0.006063941400498152,0.0069266799837350845,50064.33984375,806.0982666015625,,,,
Parkinsons Telemonitoring,200,2,cem_em_repaired,cem_em_transductive_laplace_ensemble,9.086295778855847,5.344202518463135,0.734375,19.437428530525718,0.78125,23.16112464214159,254.38332860000082,5.344202518463135,0.734375,19.437428530525718,0.78125,23.16112464214159,0,0,0,5,25,3,220.0795647999912,34.30376380000962,192.40441319998354,27.675151600007666,53.9720344543457,4.6982429921627045e-05,0.000373095681425184,0.19282662868499756,0,0.006063941400498152,0.0069266799837350845,50064.33984375,806.0982666015625,,,,
Parkinsons Telemonitoring,200,2,cem_em_repaired,cem_em_transductive_vi_fullcov_ensemble,8.746817601053488,5.053277969360352,0.796875,20.43093666341594,0.8125,24.34496260006459,257.80406409999705,5.053277969360352,0.796875,20.43093666341594,0.8125,24.34496260006459,0,0,0,5,25,3,220.0795647999912,37.724499300005846,192.40441319998354,27.675151600007666,53.9720344543457,4.6982429921627045e-05,0.000373095681425184,0.19282662868499756,0,0.006063941400498152,0.0069266799837350845,50064.33984375,806.0982666015625,,,,
Parkinsons Telemonitoring,200,2,cem_em_repaired,cem_em_supervised_gp_cond_ensemble,8.727305504857199,4.945741176605225,0.78125,18.95192384243617,0.78125,22.58261012426046,269.0975757999986,4.945741176605225,0.78125,18.95192384243617,0.78125,22.58261012426046,0,0,0,5,25,3,229.71004470001208,39.38753109998652,174.10454840000602,55.60549630000605,59.119136810302734,0.00014751404523849487,0.00040460750460624695,0.20658119022846222,0,0.008914485573768616,0.006175778806209564,97113.65625,1686.9246826171875,,,,
Parkinsons Telemonitoring,200,2,cem_em_repaired,cem_em_supervised_laplace_ensemble,8.66343006282229,4.845250129699707,0.796875,19.052719134950316,0.84375,22.702715123211057,271.0079431000049,4.845250129699707,0.796875,19.052719134950316,0.84375,22.702715123211057,0,0,0,5,25,3,229.71004470001208,41.297898399992846,174.10454840000602,55.60549630000605,59.119136810302734,0.00014751404523849487,0.00040460750460624695,0.20658119022846222,0,0.008914485573768616,0.006175778806209564,97113.65625,1686.9246826171875,,,,
Parkinsons Telemonitoring,200,2,cem_em_repaired,cem_em_supervised_vi_fullcov_ensemble,8.47549246510758,4.8064374923706055,0.828125,20.83683140216903,0.84375,24.82861601240182,263.6610266000207,4.8064374923706055,0.828125,20.83683140216903,0.84375,24.82861601240182,0,0,0,5,25,3,229.71004470001208,33.95098190000863,174.10454840000602,55.60549630000605,59.119136810302734,0.00014751404523849487,0.00040460750460624695,0.20658119022846222,0,0.008914485573768616,0.006175778806209564,97113.65625,1686.9246826171875,,,,
Parkinsons Telemonitoring,200,2,lmjgp_supervised_reparam,lmjgp_supervised_reparam,9.28320146587485,5.413194179534912,0.75,21.72533758385503,0.8125,25.887336428377864,84.65325790000497,5.413194179534912,0.75,21.72533758385503,0.8125,25.887336428377864,0,0,0,5,25,3,48.81452859999263,35.838729300012346,,,,,,,,,,,,True,,,
Parkinsons Telemonitoring,200,2,lmjgp_lowrank_residual,lmjgp_lowrank_pls_pca,8.465686451639318,4.902984619140625,0.890625,25.54535747931196,0.9375,30.439170885039175,57.88567600000533,4.902984619140625,0.890625,25.54535747931196,0.9375,30.439170885039175,0,,,,,,39.370628600008786,18.515047399996547,,,,,,,,,,,,,-5.601587704962463,10,1.0
Parkinsons Telemonitoring,200,2,lmjgp_lowrank_residual,lmjgp_lowrank_cem_mean_pls_pca,9.171169590442965,5.3630146980285645,0.828125,21.670830593736483,0.875,25.82238734367661,77.22122249999666,5.3630146980285645,0.828125,21.670830593736483,0.875,25.82238734367661,0,,,,,,42.610410900000716,34.61081159999594,,,,,,,,,,,,,-1.149302293544309,10,1.0
Parkinsons Telemonitoring,200,2,lmjgp_lowrank_residual,lmjgp_lowrank_cem_mean_cem_svd,8.640529495213272,5.015329360961914,0.78125,21.444964277335632,0.84375,25.553251027707347,71.63113920000615,5.015329360961914,0.78125,21.444964277335632,0.84375,25.553251027707347,0,,,,,,39.75663250000798,31.874506699998165,,,,,,,,,,,,,-1.0980461808394084,10,1.0
Appliances Energy Prediction,200,2,cem_em_repaired,cem_em_transductive_gp_cond_ensemble,121.96992228853281,53.556095123291016,0.515625,86.27797706084586,0.546875,102.80655064222306,183.25980809997418,53.556095123291016,0.515625,86.27797706084586,0.546875,102.80655064222306,0,1,1,5,35,3,146.99885939995875,36.26094870001543,119.50233199997456,27.49652739998419,6.676562309265137,9.96757298707962e-05,0.03484102338552475,1.025650978088379,0,0.0017779659247025847,0.0016894497675821185,9233.265625,148.83154296875,,,,
Appliances Energy Prediction,200,2,cem_em_repaired,cem_em_transductive_laplace_ensemble,120.2399362613128,51.07365417480469,0.59375,113.26965261764758,0.625,134.9691158133076,181.95133349995012,51.07365417480469,0.59375,113.26965261764758,0.625,134.9691158133076,0,1,1,5,35,3,146.99885939995875,34.95247409999138,119.50233199997456,27.49652739998419,6.676562309265137,9.96757298707962e-05,0.03484102338552475,1.025650978088379,0,0.0017779659247025847,0.0016894497675821185,9233.265625,148.83154296875,,,,
Appliances Energy Prediction,200,2,cem_em_repaired,cem_em_transductive_vi_fullcov_ensemble,116.2013331033406,50.064369201660156,0.59375,107.61997638476817,0.65625,128.2371113605599,183.0692074999679,50.064369201660156,0.59375,107.61997638476817,0.65625,128.2371113605599,0,1,1,5,35,3,146.99885939995875,36.07034810000914,119.50233199997456,27.49652739998419,6.676562309265137,9.96757298707962e-05,0.03484102338552475,1.025650978088379,0,0.0017779659247025847,0.0016894497675821185,9233.265625,148.83154296875,,,,
Appliances Energy Prediction,200,2,cem_em_repaired,cem_em_supervised_gp_cond_ensemble,127.68789566428734,52.71289825439453,0.75,118.5669394295266,0.8125,141.28122237217784,271.0218181000091,52.71289825439453,0.75,118.5669394295266,0.8125,141.28122237217784,0,1,1,5,35,3,241.1984635000117,29.8233545999974,183.797436199995,57.40102730001672,6.275712966918945,0.07233979552984238,0.11046987026929855,0.011846721172332764,0,0.07552013546228409,0.0020566785242408514,9779.1279296875,169.74940490722656,,,,
Appliances Energy Prediction,200,2,cem_em_repaired,cem_em_supervised_laplace_ensemble,115.10504018293567,45.1075439453125,0.796875,110.3968443771603,0.84375,131.54595365858108,275.9559788000188,45.1075439453125,0.796875,110.3968443771603,0.84375,131.54595365858108,0,1,1,5,35,3,241.1984635000117,34.75751530000707,183.797436199995,57.40102730001672,6.275712966918945,0.07233979552984238,0.11046987026929855,0.011846721172332764,0,0.07552013546228409,0.0020566785242408514,9779.1279296875,169.74940490722656,,,,
Appliances Energy Prediction,200,2,cem_em_repaired,cem_em_supervised_vi_fullcov_ensemble,120.92070621364766,49.058990478515625,0.796875,119.92616481971696,0.8125,142.90083932045482,274.4900677000114,49.058990478515625,0.796875,119.92616481971696,0.8125,142.90083932045482,0,1,1,5,35,3,241.1984635000117,33.29160419999971,183.797436199995,57.40102730001672,6.275712966918945,0.07233979552984238,0.11046987026929855,0.011846721172332764,0,0.07552013546228409,0.0020566785242408514,9779.1279296875,169.74940490722656,,,,
Appliances Energy Prediction,200,2,lmjgp_supervised_reparam,lmjgp_supervised_reparam,113.9731248758524,44.89835739135742,0.828125,129.5821931889174,0.84375,154.40670678928598,104.8325376000139,44.89835739135742,0.828125,129.5821931889174,0.84375,154.40670678928598,0,1,1,5,35,3,70.44808830000693,34.38444930000696,,,,,,,,,,,,True,,,
Appliances Energy Prediction,200,2,lmjgp_lowrank_residual,lmjgp_lowrank_pls_pca,121.22053429435766,49.174503326416016,0.75,105.54315173250639,0.828125,125.76242215178074,77.08616630002507,49.174503326416016,0.75,105.54315173250639,0.828125,125.76242215178074,0,,,,,,39.95258880002075,37.13357750000432,,,,,,,,,,,,,-3.8430028547506354,10,1.0
Appliances Energy Prediction,200,2,lmjgp_lowrank_residual,lmjgp_lowrank_cem_mean_pls_pca,120.03766853878088,48.89458465576172,0.71875,122.85263535845988,0.78125,146.3879440474476,68.35802510002395,48.89458465576172,0.71875,122.85263535845988,0.78125,146.3879440474476,0,,,,,,38.650725200015586,29.707299900008366,,,,,,,,,,,,,-5.718274672550741,10,1.0
Appliances Energy Prediction,200,2,lmjgp_lowrank_residual,lmjgp_lowrank_cem_mean_cem_svd,115.17097224178423,46.14023208618164,0.703125,111.9973349346821,0.796875,133.4530557854451,78.85856370002148,46.14023208618164,0.703125,111.9973349346821,0.796875,133.4530557854451,0,,,,,,42.64723880001111,36.21132490001037,,,,,,,,,,,,,-4.748837341692791,10,1.0
Wine Quality,200,3,cem_em_repaired,cem_em_transductive_gp_cond_ensemble,0.721992345268113,0.4265310764312744,0.765625,1.6641648163567908,0.765625,1.9829746859866044,131.89014330002829,0.4265310764312744,0.765625,1.6641648163567908,0.765625,1.9829746859866044,0,1,0,3,25,3,110.57142940000631,21.318713900021976,83.40715459999046,27.164274800015846,4.477433204650879,9.931996464729309e-05,0.05238530412316322,0.010381102561950684,0,0.0017809312557801604,0.0016946197720244527,5529.53515625,100.72724914550781,,,,
Wine Quality,200,3,cem_em_repaired,cem_em_transductive_laplace_ensemble,0.7511527842799078,0.4311220645904541,0.796875,1.8881695263597902,0.8125,2.2498927611146176,129.77852829999756,0.4311220645904541,0.796875,1.8881695263597902,0.8125,2.2498927611146176,0,1,0,3,25,3,110.57142940000631,19.20709889999125,83.40715459999046,27.164274800015846,4.477433204650879,9.931996464729309e-05,0.05238530412316322,0.010381102561950684,0,0.0017809312557801604,0.0016946197720244527,5529.53515625,100.72724914550781,,,,
Wine Quality,200,3,cem_em_repaired,cem_em_transductive_vi_fullcov_ensemble,0.7312946950801918,0.41628530621528625,0.84375,1.9813220759722336,0.875,2.360890870196731,126.74989249999635,0.41628530621528625,0.84375,1.9813220759722336,0.875,2.360890870196731,0,1,0,3,25,3,110.57142940000631,16.17846309999004,83.40715459999046,27.164274800015846,4.477433204650879,9.931996464729309e-05,0.05238530412316322,0.010381102561950684,0,0.0017809312557801604,0.0016946197720244527,5529.53515625,100.72724914550781,,,,
Wine Quality,200,3,cem_em_repaired,cem_em_supervised_gp_cond_ensemble,0.6914659233976257,0.4014105200767517,0.828125,2.074231889030111,0.875,2.471599740834228,226.39869630002067,0.4014105200767517,0.828125,2.074231889030111,0.875,2.471599740834228,0,1,0,3,25,3,207.48683910002,18.911857200000668,152.0834672000201,55.40337189999991,4.321468830108643,0.056857503950595856,0.09104935824871063,0.006816139444708824,0,0.06285887956619263,0.0016407358925789595,7408.619140625,136.96971130371094,,,,
Wine Quality,200,3,cem_em_repaired,cem_em_supervised_laplace_ensemble,0.6821698352876105,0.3993258476257324,0.796875,1.9623214558411084,0.8125,2.338250234865579,226.4656481000129,0.3993258476257324,0.796875,1.9623214558411084,0.8125,2.338250234865579,0,1,0,3,25,3,207.48683910002,18.978808999992907,152.0834672000201,55.40337189999991,4.321468830108643,0.056857503950595856,0.09104935824871063,0.006816139444708824,0,0.06285887956619263,0.0016407358925789595,7408.619140625,136.96971130371094,,,,
Wine Quality,200,3,cem_em_repaired,cem_em_supervised_vi_fullcov_ensemble,0.7048658072364568,0.4154331684112549,0.8125,1.9878792079278038,0.828125,2.368704174836253,223.24221430000034,0.4154331684112549,0.8125,1.9878792079278038,0.828125,2.368704174836253,0,1,0,3,25,3,207.48683910002,15.755375199980335,152.0834672000201,55.40337189999991,4.321468830108643,0.056857503950595856,0.09104935824871063,0.006816139444708824,0,0.06285887956619263,0.0016407358925789595,7408.619140625,136.96971130371094,,,,
Wine Quality,200,3,lmjgp_supervised_reparam,lmjgp_supervised_reparam,0.6900244053020418,0.3989831507205963,0.875,2.2080993075384,0.90625,2.631112608532904,37.766367200005334,0.3989831507205963,0.875,2.2080993075384,0.90625,2.631112608532904,0,1,0,3,25,3,20.640301200008253,17.12606599999708,,,,,,,,,,,,True,,,
Wine Quality,200,3,lmjgp_lowrank_residual,lmjgp_lowrank_pls_pca,0.6854459300360467,0.38489386439323425,0.90625,2.236881341670461,0.921875,2.6654085175282805,44.20796749996953,0.38489386439323425,0.90625,2.236881341670461,0.921875,2.6654085175282805,0,,,,,,29.14578339998843,15.062184099981096,,,,,,,,,,,,,-4.385686987122387,10,1.0
Wine Quality,200,3,lmjgp_lowrank_residual,lmjgp_lowrank_cem_mean_pls_pca,0.6511088171447661,0.37552112340927124,0.875,2.1067076010487815,0.9375,2.5102969384972558,46.41854370004148,0.37552112340927124,0.875,2.1067076010487815,0.9375,2.5102969384972558,0,,,,,,30.905173900013324,15.513369800028158,,,,,,,,,,,,,-4.239766638073339,10,1.0
Wine Quality,200,3,lmjgp_lowrank_residual,lmjgp_lowrank_cem_mean_cem_svd,0.6633850560685648,0.3853144347667694,0.875,2.17573271521736,0.921875,2.592545435009323,46.560762200009776,0.3853144347667694,0.875,2.17573271521736,0.921875,2.592545435009323,0,,,,,,31.280433500010986,15.28032869999879,,,,,,,,,,,,,-4.005519774903537,10,1.0
Parkinsons Telemonitoring,200,3,cem_em_repaired,cem_em_transductive_gp_cond_ensemble,7.64162037284229,4.241926193237305,0.78125,17.44784323773921,0.828125,20.790387541807995,167.69919899999513,4.241926193237305,0.78125,17.44784323773921,0.828125,20.790387541807995,0,0,0,5,25,3,131.45022479997715,36.24897420001798,103.36434790000203,28.08587689997512,57.25593185424805,4.437007009983063e-05,0.00024356719222851098,0.146026611328125,0,0.005995411891490221,0.007656170520931482,37561.10546875,664.0938110351562,,,,
Parkinsons Telemonitoring,200,3,cem_em_repaired,cem_em_transductive_laplace_ensemble,7.899383133659793,4.428830623626709,0.75,16.936117449173402,0.84375,20.180628655597424,164.77925229995162,4.428830623626709,0.75,16.936117449173402,0.84375,20.180628655597424,0,0,0,5,25,3,131.45022479997715,33.32902749997447,103.36434790000203,28.08587689997512,57.25593185424805,4.437007009983063e-05,0.00024356719222851098,0.146026611328125,0,0.005995411891490221,0.007656170520931482,37561.10546875,664.0938110351562,,,,
Parkinsons Telemonitoring,200,3,cem_em_repaired,cem_em_transductive_vi_fullcov_ensemble,7.329913908506549,4.177993297576904,0.75,17.33388269445608,0.859375,20.65459517898996,165.4966543999908,4.177993297576904,0.75,17.33388269445608,0.859375,20.65459517898996,0,0,0,5,25,3,131.45022479997715,34.04642960001365,103.36434790000203,28.08587689997512,57.25593185424805,4.437007009983063e-05,0.00024356719222851098,0.146026611328125,0,0.005995411891490221,0.007656170520931482,37561.10546875,664.0938110351562,,,,
Parkinsons Telemonitoring,200,3,cem_em_repaired,cem_em_supervised_gp_cond_ensemble,8.750754633864275,5.198355674743652,0.6875,15.795837178778308,0.75,18.821900908862844,265.291614799964,5.198355674743652,0.6875,15.795837178778308,0.75,18.821900908862844,0,0,0,5,25,3,231.12596419997863,34.16565059998538,175.76796070000273,55.358003499975894,54.3399658203125,0.00032240524888038635,0.0007035067537799478,0.09604422748088837,0,0.0070348880253732204,0.005508900620043278,20590.734375,395.82025146484375,,,,
Parkinsons Telemonitoring,200,3,cem_em_repaired,cem_em_supervised_laplace_ensemble,8.542446612618278,5.017334938049316,0.734375,16.667926536333542,0.78125,19.86105947233748,261.9220273999672,5.017334938049316,0.734375,16.667926536333542,0.78125,19.86105947233748,0,0,0,5,25,3,231.12596419997863,30.796063199988566,175.76796070000273,55.358003499975894,54.3399658203125,0.00032240524888038635,0.0007035067537799478,0.09604422748088837,0,0.0070348880253732204,0.005508900620043278,20590.734375,395.82025146484375,,,,
Parkinsons Telemonitoring,200,3,cem_em_repaired,cem_em_supervised_vi_fullcov_ensemble,8.157251705821404,4.63888692855835,0.734375,17.492261464036932,0.78125,20.843315122946038,264.2423480999714,4.63888692855835,0.734375,17.492261464036932,0.78125,20.843315122946038,0,0,0,5,25,3,231.12596419997863,33.1163838999928,175.76796070000273,55.358003499975894,54.3399658203125,0.00032240524888038635,0.0007035067537799478,0.09604422748088837,0,0.0070348880253732204,0.005508900620043278,20590.734375,395.82025146484375,,,,
Parkinsons Telemonitoring,200,3,lmjgp_supervised_reparam,lmjgp_supervised_reparam,8.37794012458126,4.840612411499023,0.8125,21.38292598318467,0.859375,25.479327840740524,81.74196280000615,4.840612411499023,0.8125,21.38292598318467,0.859375,25.479327840740524,0,0,0,5,25,3,48.791475500009255,32.950487299996894,,,,,,,,,,,,True,,,
Parkinsons Telemonitoring,200,3,lmjgp_lowrank_residual,lmjgp_lowrank_pls_pca,8.095286911049815,4.703211784362793,0.796875,24.46020679533673,0.9375,29.146134092256396,63.06763599999249,4.703211784362793,0.796875,24.46020679533673,0.9375,29.146134092256396,0,,,,,,41.79165319999447,21.27598279999802,,,,,,,,,,,,,-3.6547690771384675,10,1.0
Parkinsons Telemonitoring,200,3,lmjgp_lowrank_residual,lmjgp_lowrank_cem_mean_pls_pca,7.579446339585299,4.309151649475098,0.828125,20.77356464521501,0.921875,24.753229021719648,76.06452160002664,4.309151649475098,0.828125,20.77356464521501,0.921875,24.753229021719648,0,,,,,,42.001810200017644,34.06271140000899,,,,,,,,,,,,,-1.220912043754541,10,1.0
Parkinsons Telemonitoring,200,3,lmjgp_lowrank_residual,lmjgp_lowrank_cem_mean_cem_svd,7.819639375715703,4.59112024307251,0.734375,19.417309779948088,0.84375,23.137151672206762,73.5145531000162,4.59112024307251,0.734375,19.417309779948088,0.84375,23.137151672206762,0,,,,,,41.26034800001071,32.25420510000549,,,,,,,,,,,,,-0.8667311311874542,10,1.0
Appliances Energy Prediction,200,3,cem_em_repaired,cem_em_transductive_gp_cond_ensemble,124.94418110267036,52.42959213256836,0.484375,77.05124427026075,0.59375,91.81222040626275,152.89988499999163,52.42959213256836,0.484375,77.05124427026075,0.59375,91.81222040626275,0,1,1,5,35,3,124.8998208999983,28.000064099993324,101.12270850001369,23.777112399984617,6.971654891967773,9.970460087060928e-05,0.033224862068891525,0.026806434616446495,0,0.00213854038156569,0.0020424521062523127,8529.212890625,149.60116577148438,,,,
Appliances Energy Prediction,200,3,cem_em_repaired,cem_em_transductive_laplace_ensemble,124.74556201235436,49.8758659362793,0.671875,98.11181643829866,0.75,116.9074399849583,153.52181830001064,49.8758659362793,0.671875,98.11181643829866,0.75,116.9074399849583,0,1,1,5,35,3,124.8998208999983,28.621997400012333,101.12270850001369,23.777112399984617,6.971654891967773,9.970460087060928e-05,0.033224862068891525,0.026806434616446495,0,0.00213854038156569,0.0020424521062523127,8529.212890625,149.60116577148438,,,,
Appliances Energy Prediction,200,3,cem_em_repaired,cem_em_transductive_vi_fullcov_ensemble,120.67623350245357,49.9034309387207,0.625,98.51600721941648,0.671875,117.38906300654125,153.3349559000053,49.9034309387207,0.625,98.51600721941648,0.671875,117.38906300654125,0,1,1,5,35,3,124.8998208999983,28.435135000006994,101.12270850001369,23.777112399984617,6.971654891967773,9.970460087060928e-05,0.033224862068891525,0.026806434616446495,0,0.00213854038156569,0.0020424521062523127,8529.212890625,149.60116577148438,,,,
Appliances Energy Prediction,200,3,cem_em_repaired,cem_em_supervised_gp_cond_ensemble,142.6691347168942,58.842063903808594,0.765625,156.84104707857273,0.8125,186.88763458015762,232.94202560003032,58.842063903808594,0.765625,156.84104707857273,0.8125,186.88763458015762,0,1,1,5,35,3,205.67186470000888,27.270160900021438,157.30217770001036,48.36968699999852,6.423282146453857,0.06997789442539215,0.10835476964712143,0.05921674892306328,0,0.0725296288728714,0.0016793138347566128,7043.11767578125,129.3322296142578,,,,
Appliances Energy Prediction,200,3,cem_em_repaired,cem_em_supervised_laplace_ensemble,134.61612488276666,53.905914306640625,0.828125,141.14375979131628,0.828125,168.183163109938,233.13361270001042,53.905914306640625,0.828125,141.14375979131628,0.828125,168.183163109938,0,1,1,5,35,3,205.67186470000888,27.461748000001535,157.30217770001036,48.36968699999852,6.423282146453857,0.06997789442539215,0.10835476964712143,0.05921674892306328,0,0.0725296288728714,0.0016793138347566128,7043.11767578125,129.3322296142578,,,,
Appliances Energy Prediction,200,3,cem_em_repaired,cem_em_supervised_vi_fullcov_ensemble,139.96476925351683,58.53175354003906,0.8125,182.1734821233372,0.828125,217.07309273576257,232.7556806000066,58.53175354003906,0.8125,182.1734821233372,0.828125,217.07309273576257,0,1,1,5,35,3,205.67186470000888,27.083815899997717,157.30217770001036,48.36968699999852,6.423282146453857,0.06997789442539215,0.10835476964712143,0.05921674892306328,0,0.0725296288728714,0.0016793138347566128,7043.11767578125,129.3322296142578,,,,
