dataset,train_size,seed,method,status,rmse,mean_crps,coverage_90,mean_width_90,coverage_95,mean_width_95,wall_sec,variant,init_inlier_rate,final_inlier_rate,label_change_rate,mean_n_inliers,min_n_inliers,median_n_inliers,max_n_inliers,n_total_neighbors,train_sec,pred_sec,gate_norm_mean,mean_lengthscale,mean_signal_var,mean_noise_var,mean_kernel_vector_correction,fallback_count,history_json,qr_history_json,refresh_history_json,init_sec,meanw_cem_failed,meanw_cem_inlier_rate,split_type,K_default,Q,D,n_neighbors,m_inducing,qr_train_anchor_count,qr_train_n_neighbors,qr_train_anchor_strategy
Parkinsons Telemonitoring,200,3,self_cem2_nstd0.1_kcov0.1,ok,11.64820895015165,7.589857578277588,0.52,15.663806629897463,0.59,18.664576806325453,145.5331118000031,self_cem2_nstd0.1_kcov0.1,0.657,0.6950000000000001,0.055600000000000004,17.375,2.0,18.0,24.0,25,115.39097150001908,0.6851304000010714,4.928237233694831,8.013333931686573,0.4624775638739527,0.12520064207554465,0.2428577359545058,0,"[{""changed_frac"": 0.0434, ""inlier_frac"": 0.6828000000000001, ""mean_lengthscale"": 7.010006429776406, ""mean_noise_var"": 0.1357726405718615, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.42318853575784526, ""outer"": 1.0}, {""changed_frac"": 0.0142, ""inlier_frac"": 0.6950000000000001, ""mean_lengthscale"": 7.311214395266278, ""mean_noise_var"": 0.12676545940686812, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.424307437651425, ""outer"": 2.0}]",[],[],25.17176319999271,0,0.657,subject_grouped,5,5,18,25,40,0,25,kmeans_yvar
Appliances Energy Prediction,200,3,self_cem2_nstd0.1_kcov0.1,ok,129.47266041362826,56.30442810058594,0.7,95.32656652907922,0.755,113.58861001701086,156.5723214999889,self_cem2_nstd0.1_kcov0.1,0.7805714285714286,0.8042857142857144,0.05428571428571429,28.150000000000002,2.0,31.0,34.0,35,115.9527919999964,0.7637689999828581,3.237869432075779,7.534640741513324,0.2649766211847921,0.019410499720881432,0.11984379193886917,0,"[{""changed_frac"": 0.05071428571428572, ""inlier_frac"": 0.8024285714285715, ""mean_lengthscale"": 7.247670440049959, ""mean_noise_var"": 0.019620515358633534, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.3368365818266926, ""outer"": 1.0}, {""changed_frac"": 0.005571428571428572, ""inlier_frac"": 0.8042857142857144, ""mean_lengthscale"": 7.4528578041753955, ""mean_noise_var"": 0.01992703504061059, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.2846853429779463, ""outer"": 2.0}]",[],[],32.7064723999938,0,0.7805714285714286,random_row,5,5,27,35,40,0,35,kmeans_yvar
Wine Quality,200,4,self_cem2_nstd0.1_kcov0.1,ok,0.8615987335786461,0.4876324534416199,0.76,1.8336093544700303,0.835,2.184880306424387,134.88526670000283,self_cem2_nstd0.1_kcov0.1,0.7804,0.8076,0.0488,20.19,3.0,22.0,24.0,25,113.88693169999169,0.7505613999965135,4.096693584635743,4.8404658886425915,0.22735539714184796,0.24301743499246692,0.10271157099482327,0,"[{""changed_frac"": 0.0362, ""inlier_frac"": 0.7962, ""mean_lengthscale"": 3.446103154100819, ""mean_noise_var"": 0.26541214746532016, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.2395189271625447, ""outer"": 1.0}, {""changed_frac"": 0.0134, ""inlier_frac"": 0.8076, ""mean_lengthscale"": 3.923432660730361, ""mean_noise_var"": 0.24766754911652547, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.22225615397443263, ""outer"": 2.0}]",[],[],15.962628900015261,0,0.7804,random_row,3,3,11,25,40,0,25,kmeans_yvar
Parkinsons Telemonitoring,200,4,self_cem2_nstd0.1_kcov0.1,ok,10.37583252869546,7.027712345123291,0.495,15.978020673576665,0.615,19.038985932436773,140.57393360001151,self_cem2_nstd0.1_kcov0.1,0.6828000000000001,0.7116,0.0504,17.79,4.0,19.0,24.0,25,111.06961460001185,0.7677740000071935,4.874429597231706,8.061302906914305,0.37618398818304705,0.15728666404822012,0.2379673940068363,0,"[{""changed_frac"": 0.0432, ""inlier_frac"": 0.7044, ""mean_lengthscale"": 7.135389633486604, ""mean_noise_var"": 0.1702291806159208, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.36509165320454073, ""outer"": 1.0}, {""changed_frac"": 0.0088, ""inlier_frac"": 0.7116, ""mean_lengthscale"": 7.452812796170274, ""mean_noise_var"": 0.1602619922732408, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.36572177351659546, ""outer"": 2.0}]",[],[],25.764310900005512,0,0.6828000000000001,subject_grouped,5,5,18,25,40,0,25,kmeans_yvar
Appliances Energy Prediction,200,4,self_cem2_nstd0.1_kcov0.1,ok,95.57136581984906,38.68094253540039,0.76,106.72679419476006,0.82,127.17281913700619,161.73529129999224,self_cem2_nstd0.1_kcov0.1,0.7112857142857143,0.7768571428571429,0.09528571428571429,27.19,2.0,30.0,34.0,35,120.58113619999494,0.7484700999921188,3.0982451535673774,6.615673157630652,0.23905941952785306,0.012331261693746246,0.09665308746273006,0,"[{""changed_frac"": 0.07985714285714286, ""inlier_frac"": 0.7657142857142858, ""mean_lengthscale"": 6.981585864145027, ""mean_noise_var"": 0.014003038375933008, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.3401851975695253, ""outer"": 1.0}, {""changed_frac"": 0.01742857142857143, ""inlier_frac"": 0.7768571428571429, ""mean_lengthscale"": 6.516861133403156, ""mean_noise_var"": 0.0127786924573517, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.25277266698721784, ""outer"": 2.0}]",[],[],33.039159399981145,0,0.7112857142857143,random_row,5,5,27,35,40,0,35,kmeans_yvar
Wine Quality,1000,0,self_cem2_nstd0.1_kcov0.1,ok,0.7438757543696067,0.42863595485687256,0.785,1.7053046423127969,0.84,2.03199581217244,130.20730390000972,self_cem2_nstd0.1_kcov0.1,0.7686000000000001,0.7972,0.0582,19.93,4.0,23.0,24.0,25,112.52876089999336,0.7669666000001598,4.670326019235835,5.503060377916179,0.2313826323905551,0.23441831206702263,0.14576010741121972,0,"[{""changed_frac"": 0.0466, ""inlier_frac"": 0.7884, ""mean_lengthscale"": 4.197600858605226, ""mean_noise_var"": 0.2607690032979487, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.2546229419139368, ""outer"": 1.0}, {""changed_frac"": 0.0128, ""inlier_frac"": 0.7972, ""mean_lengthscale"": 4.810441033856528, ""mean_noise_var"": 0.23896745109663567, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.22982847579016827, ""outer"": 2.0}]",[],[],15.744011300004786,0,0.7686000000000001,random_row,3,3,11,25,40,0,25,kmeans_yvar
Parkinsons Telemonitoring,1000,0,self_cem2_nstd0.1_kcov0.1,ok,10.544404694135576,7.702900409698486,0.295,12.332869525607194,0.355,14.695520440333274,137.05729149997933,self_cem2_nstd0.1_kcov0.1,0.6784,0.7146,0.0614,17.865000000000002,2.0,19.0,24.0,25,107.82955840000068,0.7247387999959756,5.205373040287785,7.805299347521357,0.3342949947488981,0.07475397482848153,0.2673868461260475,0,"[{""changed_frac"": 0.053000000000000005, ""inlier_frac"": 0.7062, ""mean_lengthscale"": 6.652424827429781, ""mean_noise_var"": 0.08765860156889126, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.3182498755162342, ""outer"": 1.0}, {""changed_frac"": 0.014400000000000001, ""inlier_frac"": 0.7146, ""mean_lengthscale"": 7.031135635102315, ""mean_noise_var"": 0.07850414078717285, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.31196339929411415, ""outer"": 2.0}]",[],[],24.981167499994626,0,0.6784,subject_grouped,5,5,18,25,40,0,25,kmeans_yvar
Appliances Energy Prediction,1000,0,self_cem2_nstd0.1_kcov0.1,ok,103.57380805783272,38.10617446899414,0.78,87.7293260251603,0.83,104.53593959966358,145.6512488000153,self_cem2_nstd0.1_kcov0.1,0.7935714285714286,0.840857142857143,0.07614285714285715,29.43,6.0,31.0,34.0,35,110.26166580000427,0.6354416999965906,3.645516686693525,8.153359772769269,0.16923585255978638,0.016184910926720086,0.1115408966091027,0,"[{""changed_frac"": 0.0662857142857143, ""inlier_frac"": 0.8372857142857143, ""mean_lengthscale"": 7.785989727394155, ""mean_noise_var"": 0.01716153128362078, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.2514430626200666, ""outer"": 1.0}, {""changed_frac"": 0.01042857142857143, ""inlier_frac"": 0.840857142857143, ""mean_lengthscale"": 7.878222386277813, ""mean_noise_var"": 0.01633716560457511, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.18800479765454092, ""outer"": 2.0}]",[],[],30.75195090001216,0,0.7935714285714286,random_row,5,5,27,35,40,0,35,kmeans_yvar
Wine Quality,1000,1,self_cem2_nstd0.1_kcov0.1,ok,0.7791272282914317,0.43734294176101685,0.785,1.7143545470139854,0.83,2.0427794387439566,143.19975270002033,self_cem2_nstd0.1_kcov0.1,0.811,0.8328,0.051800000000000006,20.82,3.0,23.0,24.0,25,122.48520029999781,0.7310431000078097,4.74097417372526,5.258345860968618,0.20497926861296903,0.24776440381140163,0.13755121109983878,0,"[{""changed_frac"": 0.040400000000000005, ""inlier_frac"": 0.8234, ""mean_lengthscale"": 3.612370623715709, ""mean_noise_var"": 0.2742043787639905, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.22150002001830038, ""outer"": 1.0}, {""changed_frac"": 0.0126, ""inlier_frac"": 0.8328, ""mean_lengthscale"": 4.408623210539184, ""mean_noise_var"": 0.25196271227519534, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.20115246046436697, ""outer"": 2.0}]",[],[],17.999984699999914,0,0.811,random_row,3,3,11,25,40,0,25,kmeans_yvar
Parkinsons Telemonitoring,1000,1,self_cem2_nstd0.1_kcov0.1,ok,9.113429065182904,5.892423629760742,0.54,14.141808298435809,0.575,16.851003935574862,147.77324000000954,self_cem2_nstd0.1_kcov0.1,0.6406000000000001,0.6812,0.061000000000000006,17.03,2.0,18.0,24.0,25,118.23532909998903,0.7467219999816734,5.588794894935575,8.07025754215562,0.4704669593637189,0.08154089185785467,0.40372269460410976,0,"[{""changed_frac"": 0.0488, ""inlier_frac"": 0.6722, ""mean_lengthscale"": 7.6691564739322855, ""mean_noise_var"": 0.08976019452049591, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.4980055529167882, ""outer"": 1.0}, {""changed_frac"": 0.013800000000000002, ""inlier_frac"": 0.6812, ""mean_lengthscale"": 7.749534989516294, ""mean_noise_var"": 0.08390526045713777, ""mean_outlier_logp"": null, ""mean_signal_var"": 0.45473981215535275, ""outer"": 2.0}]",[],[],26.805154100002255,0,0.6406000000000001,subject_grouped,5,5,18,25,40,0,25,kmeans_yvar
