dataset,dataset_folder,seed,method,anchor,raw_pair_y_abs_corr,proj_pair_y_abs_corr_median,proj_minus_raw_pair_y_abs_corr,raw_anchor_knn_abs_y,proj_anchor_knn_abs_y_median,proj_minus_raw_anchor_knn_abs_y,all_neighbor_abs_y,near_threshold,threshold_distance,shock_location,lmjgp_anchor,lmjgp_abs_error,lmjgp_kappa_EW_raw,lmjgp_eff_rank_EW_raw,lmjgp_trace_E_WtW_A,lmjgp_eff_rank_E_WWt_B,lmjgp_kappa_K_metric_plus_noise,lmjgp_kappa_K_sampled_norm_plus_noise,lmjgp_kappa_K_EW_Z_plus_noise
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,36.0,-0.04339060452217898,0.004576908090749857,0.047967512612928837,0.7471160888671875,0.5810260772705078,-0.1660900115966797,0.33274754881858826,0,0.4842519760131836,0.015748031437397003,36,,nan,nan,208.27691650390625,3.000000238418579,1.0,12.90059232711792,108.31493377685547
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,37.0,0.17145915100764444,0.15760347156710736,-0.013855679440537089,0.12158801406621933,0.11914557218551636,-0.0024424418807029724,0.13804830610752106,0,0.35826772451400757,0.14173229038715363,37,,nan,nan,208.27691650390625,3.000000238418579,1.0000011920928955,40.55842208862305,133.87535095214844
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,38.0,0.3515399817021337,0.2571344972720746,-0.09440548443005908,0.05957726389169693,0.09127428382635117,0.031697019934654236,0.10046111792325974,0,0.13779526948928833,0.36220473051071167,38,,nan,nan,208.27691650390625,3.000000238418579,1.007506251335144,176.2560272216797,1637.5599365234375
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,39.0,0.32142637247576494,0.25937979494810154,-0.062046577527663405,0.5263351202011108,0.5263351202011108,0.0,0.8726874589920044,1,0.08267716318368912,0.4173228442668915,39,,nan,nan,208.27691650390625,3.000000238418579,308.0083312988281,617.8488464355469,631.0175170898438
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,40.0,0.08299629428776263,-0.01758448399283745,-0.10058077828060008,0.8766981363296509,0.542866051197052,-0.3338320851325989,0.5102348923683167,0,0.4842519760131836,0.015748031437397003,40,,nan,nan,208.27691650390625,3.000000238418579,1.0,13.876382827758789,140.69842529296875
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,41.0,0.23784532409674433,0.1540884295008955,-0.08375689459584884,0.4251052737236023,0.6648923456668854,0.23978707194328308,0.6531246900558472,1,0.04330708831548691,0.4566929042339325,41,,nan,nan,208.27691650390625,3.000000238418579,1.0000638961791992,53.58153533935547,209.22262573242188
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,42.0,0.32142637247576494,0.21419955291550768,-0.10722681956025726,0.08919365704059601,0.11157902330160141,0.0223853662610054,0.7534439563751221,0,0.22440944612026215,0.27559053897857666,42,,nan,nan,208.27691650390625,3.000000238418579,258.9552001953125,515.2213134765625,530.338134765625
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,43.0,0.056386417412644635,0.02917487070461859,-0.027211546708026044,0.2713703513145447,0.2511533051729202,-0.02021704614162445,0.5974581241607666,0,0.5,0.0,43,,nan,nan,208.27691650390625,3.000000238418579,1.0000008344650269,57.658918380737305,213.21832275390625
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,44.0,0.021639252390466244,0.02802400901320779,0.006384756622741548,0.08218801021575928,0.07319643720984459,-0.008991573005914688,0.09119363129138947,0,0.4685039222240448,0.031496062874794006,44,,nan,nan,208.27691650390625,3.000000238418579,1.0000003576278687,21.460444450378418,115.44829559326172
pdebench_burgers_shockjump_balanced_delta01_n2000,data\processed\pdebench_burgers_shockjump_balanced_delta01_n2000,0,lmjgp_transductive,45.0,-0.10763621703173037,-0.09724980456700631,0.010386412464724062,0.04862416535615921,0.05727584846317768,0.00865168310701847,0.3190104365348816,0,0.4448818862438202,0.05511811003088951,45,,nan,nan,208.27691650390625,3.000000238418579,1.0009164810180664,19.641199111938477,142.7636260986328
