dataset,seed,method,metric,value
Parkinsons Telemonitoring,6,xgb_bootstrap,w90,6.342413653344264
Parkinsons Telemonitoring,6,xgb_bootstrap,cov95,0.945
Parkinsons Telemonitoring,6,xgb_bootstrap,w95,7.557452001761985
Parkinsons Telemonitoring,6,dkl_svgp,rmse,4.153231620788574
Parkinsons Telemonitoring,6,dkl_svgp,crps,2.270845890045166
Parkinsons Telemonitoring,6,dkl_svgp,wall_sec,6.7535628999976325
Parkinsons Telemonitoring,6,dkl_svgp,cov90,0.74
Parkinsons Telemonitoring,6,dkl_svgp,w90,8.22031048180073
Parkinsons Telemonitoring,6,dkl_svgp,cov95,0.825
Parkinsons Telemonitoring,6,dkl_svgp,w95,9.795104088335918
Parkinsons Telemonitoring,6,pls_only,rmse,6.2512960448814665
Parkinsons Telemonitoring,6,pls_only,crps,3.4268524646759033
Parkinsons Telemonitoring,6,pls_only,wall_sec,28.93070450000232
Parkinsons Telemonitoring,6,pls_only,cov90,0.68
Parkinsons Telemonitoring,6,pls_only,w90,11.030638260006382
Parkinsons Telemonitoring,6,pls_only,cov95,0.74
Parkinsons Telemonitoring,6,pls_only,w95,13.143816180270928
Parkinsons Telemonitoring,6,cem_em_coeff,rmse,3.4329488780277604
Parkinsons Telemonitoring,6,cem_em_coeff,crps,0.7638847231864929
Parkinsons Telemonitoring,6,cem_em_coeff,wall_sec,110.95481730000029
Parkinsons Telemonitoring,6,cem_em_coeff,cov90,0.66
Parkinsons Telemonitoring,6,cem_em_coeff,w90,0.8586255907896876
Parkinsons Telemonitoring,6,cem_em_coeff,cov95,0.695
Parkinsons Telemonitoring,6,cem_em_coeff,w95,1.0231154958579567
Parkinsons Telemonitoring,7,xgb_bootstrap,rmse,2.597923243452826
Parkinsons Telemonitoring,7,xgb_bootstrap,crps,1.3814260959625244
Parkinsons Telemonitoring,7,xgb_bootstrap,wall_sec,8.481388300002436
Parkinsons Telemonitoring,7,xgb_bootstrap,cov90,0.845
Parkinsons Telemonitoring,7,xgb_bootstrap,w90,6.450579836232059
Parkinsons Telemonitoring,7,xgb_bootstrap,cov95,0.89
Parkinsons Telemonitoring,7,xgb_bootstrap,w95,7.686339958314186
Parkinsons Telemonitoring,7,dkl_svgp,rmse,5.006542682647705
Parkinsons Telemonitoring,7,dkl_svgp,crps,2.8538196086883545
Parkinsons Telemonitoring,7,dkl_svgp,wall_sec,7.271484100005182
Parkinsons Telemonitoring,7,dkl_svgp,cov90,0.69
Parkinsons Telemonitoring,7,dkl_svgp,w90,8.149479088570576
Parkinsons Telemonitoring,7,dkl_svgp,cov95,0.72
Parkinsons Telemonitoring,7,dkl_svgp,w95,9.710703277570042
Parkinsons Telemonitoring,7,pls_only,rmse,6.998324678646892
Parkinsons Telemonitoring,7,pls_only,crps,3.8648900985717773
Parkinsons Telemonitoring,7,pls_only,wall_sec,43.94017769999482
Parkinsons Telemonitoring,7,pls_only,cov90,0.66
Parkinsons Telemonitoring,7,pls_only,w90,10.443766802531375
Parkinsons Telemonitoring,7,pls_only,cov95,0.71
Parkinsons Telemonitoring,7,pls_only,w95,12.444515706746493
Parkinsons Telemonitoring,7,cem_em_coeff,rmse,3.278947623249602
Parkinsons Telemonitoring,7,cem_em_coeff,crps,0.6474998593330383
Parkinsons Telemonitoring,7,cem_em_coeff,wall_sec,133.62393489999522
Parkinsons Telemonitoring,7,cem_em_coeff,cov90,0.62
Parkinsons Telemonitoring,7,cem_em_coeff,w90,0.5631231522592802
Parkinsons Telemonitoring,7,cem_em_coeff,cov95,0.67
Parkinsons Telemonitoring,7,cem_em_coeff,w95,0.6710026224852751
Parkinsons Telemonitoring,8,xgb_bootstrap,rmse,2.0356329635188835
Parkinsons Telemonitoring,8,xgb_bootstrap,crps,1.0640850067138672
Parkinsons Telemonitoring,8,xgb_bootstrap,wall_sec,21.45540730000357
Parkinsons Telemonitoring,8,xgb_bootstrap,cov90,0.91
Parkinsons Telemonitoring,8,xgb_bootstrap,w90,6.325172121582718
Parkinsons Telemonitoring,8,xgb_bootstrap,cov95,0.945
Parkinsons Telemonitoring,8,xgb_bootstrap,w95,7.536907449506861
Parkinsons Telemonitoring,8,dkl_svgp,rmse,4.670454502105713
Parkinsons Telemonitoring,8,dkl_svgp,crps,2.5613179206848145
Parkinsons Telemonitoring,8,dkl_svgp,wall_sec,7.912641700000677
Parkinsons Telemonitoring,8,dkl_svgp,cov90,0.74
Parkinsons Telemonitoring,8,dkl_svgp,w90,8.194695166931583
Parkinsons Telemonitoring,8,dkl_svgp,cov95,0.8
Parkinsons Telemonitoring,8,dkl_svgp,w95,9.764581558079392
Parkinsons Telemonitoring,8,pls_only,rmse,6.951088053309235
Parkinsons Telemonitoring,8,pls_only,crps,3.447119951248169
Parkinsons Telemonitoring,8,pls_only,wall_sec,27.254325900001277
Parkinsons Telemonitoring,8,pls_only,cov90,0.67
Parkinsons Telemonitoring,8,pls_only,w90,10.598846802920352
Parkinsons Telemonitoring,8,pls_only,cov95,0.74
Parkinsons Telemonitoring,8,pls_only,w95,12.629304924768396
Parkinsons Telemonitoring,8,cem_em_coeff,rmse,2.753484939361575
Parkinsons Telemonitoring,8,cem_em_coeff,crps,0.5725030303001404
Parkinsons Telemonitoring,8,cem_em_coeff,wall_sec,195.34239359999629
Parkinsons Telemonitoring,8,cem_em_coeff,cov90,0.65
Parkinsons Telemonitoring,8,cem_em_coeff,w90,0.6088717311615595
Parkinsons Telemonitoring,8,cem_em_coeff,cov95,0.69
Parkinsons Telemonitoring,8,cem_em_coeff,w95,0.7255154165255204
Parkinsons Telemonitoring,9,xgb_bootstrap,rmse,2.739428845820038
Parkinsons Telemonitoring,9,xgb_bootstrap,crps,1.3801636695861816
Parkinsons Telemonitoring,9,xgb_bootstrap,wall_sec,14.990343499994196
Parkinsons Telemonitoring,9,xgb_bootstrap,cov90,0.825
Parkinsons Telemonitoring,9,xgb_bootstrap,w90,6.22459904300579
Parkinsons Telemonitoring,9,xgb_bootstrap,cov95,0.875
Parkinsons Telemonitoring,9,xgb_bootstrap,w95,7.417067234793999
Parkinsons Telemonitoring,9,dkl_svgp,rmse,4.86126184463501
Parkinsons Telemonitoring,9,dkl_svgp,crps,2.639404296875
Parkinsons Telemonitoring,9,dkl_svgp,wall_sec,17.242864299994835
Parkinsons Telemonitoring,9,dkl_svgp,cov90,0.71
Parkinsons Telemonitoring,9,dkl_svgp,w90,7.978142732539618
Parkinsons Telemonitoring,9,dkl_svgp,cov95,0.77
Parkinsons Telemonitoring,9,dkl_svgp,w95,9.506543417044703
Parkinsons Telemonitoring,9,pls_only,rmse,6.843281419883341
Parkinsons Telemonitoring,9,pls_only,crps,3.7205796241760254
Parkinsons Telemonitoring,9,pls_only,wall_sec,73.3190076000028
Parkinsons Telemonitoring,9,pls_only,cov90,0.66
Parkinsons Telemonitoring,9,pls_only,w90,10.75118274013897
Parkinsons Telemonitoring,9,pls_only,cov95,0.705
Parkinsons Telemonitoring,9,pls_only,w95,12.810824389848712
Parkinsons Telemonitoring,9,cem_em_coeff,rmse,4.143622349257127
Parkinsons Telemonitoring,9,cem_em_coeff,crps,1.0826224088668823
Parkinsons Telemonitoring,9,cem_em_coeff,wall_sec,56.66091420000157
Parkinsons Telemonitoring,9,cem_em_coeff,cov90,0.68
Parkinsons Telemonitoring,9,cem_em_coeff,w90,0.8296004469782305
Parkinsons Telemonitoring,9,cem_em_coeff,cov95,0.715
Parkinsons Telemonitoring,9,cem_em_coeff,w95,0.9885299038123065
Appliances Energy Prediction,0,xgb_bootstrap,rmse,86.83075295649323
Appliances Energy Prediction,0,xgb_bootstrap,crps,37.48322677612305
Appliances Energy Prediction,0,xgb_bootstrap,wall_sec,13.648009200005617
Appliances Energy Prediction,0,xgb_bootstrap,cov90,0.925
Appliances Energy Prediction,0,xgb_bootstrap,w90,214.10537067860085
Appliances Energy Prediction,0,xgb_bootstrap,cov95,0.935
Appliances Energy Prediction,0,xgb_bootstrap,w95,255.12228477399722
Appliances Energy Prediction,0,dkl_svgp,rmse,84.64244842529297
Appliances Energy Prediction,0,dkl_svgp,crps,39.09745407104492
Appliances Energy Prediction,0,dkl_svgp,wall_sec,21.804506200001924
Appliances Energy Prediction,0,dkl_svgp,cov90,0.89
Appliances Energy Prediction,0,dkl_svgp,w90,211.3373796422039
Appliances Energy Prediction,0,dkl_svgp,cov95,0.905
Appliances Energy Prediction,0,dkl_svgp,w95,251.82402002145355
Appliances Energy Prediction,0,pls_only,rmse,99.90128043203586
Appliances Energy Prediction,0,pls_only,crps,39.97509765625
Appliances Energy Prediction,0,pls_only,wall_sec,35.220024999995076
Appliances Energy Prediction,0,pls_only,cov90,0.66
Appliances Energy Prediction,0,pls_only,w90,76.82471063710855
Appliances Energy Prediction,0,pls_only,cov95,0.715
Appliances Energy Prediction,0,pls_only,w95,91.54228893334
Appliances Energy Prediction,0,cem_em_coeff,rmse,104.38242685763502
Appliances Energy Prediction,0,cem_em_coeff,crps,42.608734130859375
Appliances Energy Prediction,0,cem_em_coeff,wall_sec,36.689393800006656
Appliances Energy Prediction,0,cem_em_coeff,cov90,0.505
Appliances Energy Prediction,0,cem_em_coeff,w90,75.74031823077623
Appliances Energy Prediction,0,cem_em_coeff,cov95,0.57
Appliances Energy Prediction,0,cem_em_coeff,w95,90.25015568409817
Appliances Energy Prediction,1,xgb_bootstrap,rmse,92.69547691467078
Appliances Energy Prediction,1,xgb_bootstrap,crps,40.611454010009766
Appliances Energy Prediction,1,xgb_bootstrap,wall_sec,13.585781699999643
Appliances Energy Prediction,1,xgb_bootstrap,cov90,0.905
Appliances Energy Prediction,1,xgb_bootstrap,w90,213.1868461414829
Appliances Energy Prediction,1,xgb_bootstrap,cov95,0.915
Appliances Energy Prediction,1,xgb_bootstrap,w95,254.02779528133394
Appliances Energy Prediction,1,dkl_svgp,rmse,97.56012725830078
Appliances Energy Prediction,1,dkl_svgp,crps,46.08811950683594
Appliances Energy Prediction,1,dkl_svgp,wall_sec,21.941047300002538
Appliances Energy Prediction,1,dkl_svgp,cov90,0.855
Appliances Energy Prediction,1,dkl_svgp,w90,212.34758602631916
Appliances Energy Prediction,1,dkl_svgp,cov95,0.875
Appliances Energy Prediction,1,dkl_svgp,w95,253.02775517294424
Appliances Energy Prediction,1,pls_only,rmse,117.4848163753872
Appliances Energy Prediction,1,pls_only,crps,46.772010803222656
Appliances Energy Prediction,1,pls_only,wall_sec,35.86937029999535
Appliances Energy Prediction,1,pls_only,cov90,0.605
Appliances Energy Prediction,1,pls_only,w90,64.26853511597805
Appliances Energy Prediction,1,pls_only,cov95,0.665
Appliances Energy Prediction,1,pls_only,w95,76.58068298753311
Appliances Energy Prediction,1,cem_em_coeff,rmse,119.8941462789749
Appliances Energy Prediction,1,cem_em_coeff,crps,51.701210021972656
Appliances Energy Prediction,1,cem_em_coeff,wall_sec,33.900309199998446
Appliances Energy Prediction,1,cem_em_coeff,cov90,0.54
Appliances Energy Prediction,1,cem_em_coeff,w90,76.07510119317851
Appliances Energy Prediction,1,cem_em_coeff,cov95,0.6
Appliances Energy Prediction,1,cem_em_coeff,w95,90.64907418857457
Appliances Energy Prediction,2,xgb_bootstrap,rmse,68.369581189001
Appliances Energy Prediction,2,xgb_bootstrap,crps,30.419347763061523
Appliances Energy Prediction,2,xgb_bootstrap,wall_sec,10.40637450000213
Appliances Energy Prediction,2,xgb_bootstrap,cov90,0.95
Appliances Energy Prediction,2,xgb_bootstrap,w90,211.775323904389
Appliances Energy Prediction,2,xgb_bootstrap,cov95,0.965
Appliances Energy Prediction,2,xgb_bootstrap,w95,252.34586279643023
Appliances Energy Prediction,2,dkl_svgp,rmse,72.98854064941406
Appliances Energy Prediction,2,dkl_svgp,crps,33.305789947509766
Appliances Energy Prediction,2,dkl_svgp,wall_sec,20.069115400001465
Appliances Energy Prediction,2,dkl_svgp,cov90,0.9
Appliances Energy Prediction,2,dkl_svgp,w90,209.92613075717026
Appliances Energy Prediction,2,dkl_svgp,cov95,0.93
Appliances Energy Prediction,2,dkl_svgp,w95,250.14241325561946
Appliances Energy Prediction,2,pls_only,rmse,86.52707949937012
Appliances Energy Prediction,2,pls_only,crps,31.06220245361328
Appliances Energy Prediction,2,pls_only,wall_sec,30.88657389999571
Appliances Energy Prediction,2,pls_only,cov90,0.64
Appliances Energy Prediction,2,pls_only,w90,63.378008637818546
Appliances Energy Prediction,2,pls_only,cov95,0.67
Appliances Energy Prediction,2,pls_only,w95,75.5195552398278
Appliances Energy Prediction,2,cem_em_coeff,rmse,78.90762952699806
Appliances Energy Prediction,2,cem_em_coeff,crps,31.402732849121094
Appliances Energy Prediction,2,cem_em_coeff,wall_sec,34.92950759999803
Appliances Energy Prediction,2,cem_em_coeff,cov90,0.585
Appliances Energy Prediction,2,cem_em_coeff,w90,73.74112565964481
Appliances Energy Prediction,2,cem_em_coeff,cov95,0.625
Appliances Energy Prediction,2,cem_em_coeff,w95,87.86797080553254
Appliances Energy Prediction,3,xgb_bootstrap,rmse,84.36159230141443
Appliances Energy Prediction,3,xgb_bootstrap,crps,34.634613037109375
Appliances Energy Prediction,3,xgb_bootstrap,wall_sec,14.089518100001442
Appliances Energy Prediction,3,xgb_bootstrap,cov90,0.925
Appliances Energy Prediction,3,xgb_bootstrap,w90,211.05441817062433
Appliances Energy Prediction,3,xgb_bootstrap,cov95,0.935
Appliances Energy Prediction,3,xgb_bootstrap,w95,251.48685063189743
Appliances Energy Prediction,3,dkl_svgp,rmse,99.10922241210938
Appliances Energy Prediction,3,dkl_svgp,crps,41.99016571044922
Appliances Energy Prediction,3,dkl_svgp,wall_sec,21.70696410000528
Appliances Energy Prediction,3,dkl_svgp,cov90,0.89
Appliances Energy Prediction,3,dkl_svgp,w90,210.92293675200176
Appliances Energy Prediction,3,dkl_svgp,cov95,0.9
Appliances Energy Prediction,3,dkl_svgp,w95,251.33018085842093
Appliances Energy Prediction,3,pls_only,rmse,122.55184132091051
Appliances Energy Prediction,3,pls_only,crps,40.4759407043457
Appliances Energy Prediction,3,pls_only,wall_sec,35.4511274999968
Appliances Energy Prediction,3,pls_only,cov90,0.635
Appliances Energy Prediction,3,pls_only,w90,67.31234520485701
Appliances Energy Prediction,3,pls_only,cov95,0.685
Appliances Energy Prediction,3,pls_only,w95,80.20760641234823
Appliances Energy Prediction,3,cem_em_coeff,rmse,110.8979735172104
Appliances Energy Prediction,3,cem_em_coeff,crps,42.531734466552734
Appliances Energy Prediction,3,cem_em_coeff,wall_sec,35.347848299999896
Appliances Energy Prediction,3,cem_em_coeff,cov90,0.61
Appliances Energy Prediction,3,cem_em_coeff,w90,77.93062101645603
Appliances Energy Prediction,3,cem_em_coeff,cov95,0.665
Appliances Energy Prediction,3,cem_em_coeff,w95,92.86006242888647
Appliances Energy Prediction,4,xgb_bootstrap,rmse,81.60521848614512
Appliances Energy Prediction,4,xgb_bootstrap,crps,34.98920822143555
Appliances Energy Prediction,4,xgb_bootstrap,wall_sec,10.604144099997939
Appliances Energy Prediction,4,xgb_bootstrap,cov90,0.925
Appliances Energy Prediction,4,xgb_bootstrap,w90,215.60662787678885
Appliances Energy Prediction,4,xgb_bootstrap,cov95,0.935
Appliances Energy Prediction,4,xgb_bootstrap,w95,256.91114306008893
Appliances Energy Prediction,4,dkl_svgp,rmse,82.86935424804688
Appliances Energy Prediction,4,dkl_svgp,crps,38.10565185546875
Appliances Energy Prediction,4,dkl_svgp,wall_sec,21.13806580000528
Appliances Energy Prediction,4,dkl_svgp,cov90,0.87
Appliances Energy Prediction,4,dkl_svgp,w90,212.4158006682811
Appliances Energy Prediction,4,dkl_svgp,cov95,0.915
Appliances Energy Prediction,4,dkl_svgp,w95,253.10903793225668
Appliances Energy Prediction,4,pls_only,rmse,105.8638945308306
Appliances Energy Prediction,4,pls_only,crps,37.016456604003906
Appliances Energy Prediction,4,pls_only,wall_sec,31.735351100003754
Appliances Energy Prediction,4,pls_only,cov90,0.67
Appliances Energy Prediction,4,pls_only,w90,70.32858964238837
Appliances Energy Prediction,4,pls_only,cov95,0.73
Appliances Energy Prediction,4,pls_only,w95,83.80168333765336
Appliances Energy Prediction,4,cem_em_coeff,rmse,104.24632680509521
Appliances Energy Prediction,4,cem_em_coeff,crps,38.784019470214844
Appliances Energy Prediction,4,cem_em_coeff,wall_sec,35.562107599995215
Appliances Energy Prediction,4,cem_em_coeff,cov90,0.58
Appliances Energy Prediction,4,cem_em_coeff,w90,78.22183738100301
Appliances Energy Prediction,4,cem_em_coeff,cov95,0.635
Appliances Energy Prediction,4,cem_em_coeff,w95,93.20706813010416
Appliances Energy Prediction,5,xgb_bootstrap,rmse,71.64026501259937
Appliances Energy Prediction,5,xgb_bootstrap,crps,31.65792465209961
Appliances Energy Prediction,5,xgb_bootstrap,wall_sec,10.692032400002063
Appliances Energy Prediction,5,xgb_bootstrap,cov90,0.935
Appliances Energy Prediction,5,xgb_bootstrap,w90,210.60912969172495
Appliances Energy Prediction,5,xgb_bootstrap,cov95,0.935
Appliances Energy Prediction,5,xgb_bootstrap,w95,250.95625668294474
Appliances Energy Prediction,5,dkl_svgp,rmse,81.5774917602539
Appliances Energy Prediction,5,dkl_svgp,crps,37.09372329711914
Appliances Energy Prediction,5,dkl_svgp,wall_sec,20.95868299999711
Appliances Energy Prediction,5,dkl_svgp,cov90,0.885
Appliances Energy Prediction,5,dkl_svgp,w90,211.10858539940727
Appliances Energy Prediction,5,dkl_svgp,cov95,0.895
Appliances Energy Prediction,5,dkl_svgp,w95,251.5513948659967
Appliances Energy Prediction,5,pls_only,rmse,82.12941104902457
Appliances Energy Prediction,5,pls_only,crps,31.025304794311523
Appliances Energy Prediction,5,pls_only,wall_sec,33.777732800001104
Appliances Energy Prediction,5,pls_only,cov90,0.71
Appliances Energy Prediction,5,pls_only,w90,66.35287960315881
Appliances Energy Prediction,5,pls_only,cov95,0.745
Appliances Energy Prediction,5,pls_only,w95,79.06433263228624
Appliances Energy Prediction,5,cem_em_coeff,rmse,94.29014421878699
Appliances Energy Prediction,5,cem_em_coeff,crps,37.88608169555664
Appliances Energy Prediction,5,cem_em_coeff,wall_sec,121.92321709999669
Appliances Energy Prediction,5,cem_em_coeff,cov90,0.6
Appliances Energy Prediction,5,cem_em_coeff,w90,80.4786921744707
Appliances Energy Prediction,5,cem_em_coeff,cov95,0.665
Appliances Energy Prediction,5,cem_em_coeff,w95,95.8962764833917
