dataset,seed,method,metric,value
Parkinsons Telemonitoring,1,cem_em_supervised,coverage_90,0.8486394557823129
Parkinsons Telemonitoring,1,cem_em_supervised,mean_width_90,2.1504473805615305
Parkinsons Telemonitoring,1,cem_em_supervised,coverage_95,0.8724489795918368
Parkinsons Telemonitoring,1,cem_em_supervised,mean_width_95,2.5624161004287633
Parkinsons Telemonitoring,2,lmjgp_transductive,rmse,3.977652083102929
Parkinsons Telemonitoring,2,lmjgp_transductive,mean_crps,1.5259912014007568
Parkinsons Telemonitoring,2,lmjgp_transductive,wall_sec,935.8982045999874
Parkinsons Telemonitoring,2,lmjgp_transductive,coverage_90,0.9608843537414966
Parkinsons Telemonitoring,2,lmjgp_transductive,mean_width_90,8.96188231091566
Parkinsons Telemonitoring,2,lmjgp_transductive,coverage_95,0.9693877551020408
Parkinsons Telemonitoring,2,lmjgp_transductive,mean_width_95,10.678741424327056
Parkinsons Telemonitoring,2,cem_em_transductive,rmse,2.891668521399214
Parkinsons Telemonitoring,2,cem_em_transductive,mean_crps,0.6941942572593689
Parkinsons Telemonitoring,2,cem_em_transductive,wall_sec,465.8025822999916
Parkinsons Telemonitoring,2,cem_em_transductive,coverage_90,0.6598639455782312
Parkinsons Telemonitoring,2,cem_em_transductive,mean_width_90,0.8729796741163154
Parkinsons Telemonitoring,2,cem_em_transductive,coverage_95,0.6955782312925171
Parkinsons Telemonitoring,2,cem_em_transductive,mean_width_95,1.0402194410907122
Parkinsons Telemonitoring,2,lmjgp_supervised,rmse,4.162816090270345
Parkinsons Telemonitoring,2,lmjgp_supervised,mean_crps,1.5811325311660767
Parkinsons Telemonitoring,2,lmjgp_supervised,wall_sec,916.0407383999991
Parkinsons Telemonitoring,2,lmjgp_supervised,coverage_90,0.9591836734693877
Parkinsons Telemonitoring,2,lmjgp_supervised,mean_width_90,9.449426414760087
Parkinsons Telemonitoring,2,lmjgp_supervised,coverage_95,0.9829931972789115
Parkinsons Telemonitoring,2,lmjgp_supervised,mean_width_95,11.25968605596638
Parkinsons Telemonitoring,2,cem_em_supervised,rmse,2.9448364619059837
Parkinsons Telemonitoring,2,cem_em_supervised,mean_crps,0.6105408072471619
Parkinsons Telemonitoring,2,cem_em_supervised,wall_sec,1397.2258110999974
Parkinsons Telemonitoring,2,cem_em_supervised,coverage_90,0.8537414965986394
Parkinsons Telemonitoring,2,cem_em_supervised,mean_width_90,1.4707020587439719
Parkinsons Telemonitoring,2,cem_em_supervised,coverage_95,0.8792517006802721
Parkinsons Telemonitoring,2,cem_em_supervised,mean_width_95,1.7524495918031848
Parkinsons Telemonitoring,3,lmjgp_transductive,rmse,4.107782135381983
Parkinsons Telemonitoring,3,lmjgp_transductive,mean_crps,1097183360.0
