dataset,seed,method,metric,value
Parkinsons Telemonitoring,0,cem_em_supervised,coverage_90,0.725
Parkinsons Telemonitoring,0,cem_em_supervised,mean_width_90,18.29374038294246
Parkinsons Telemonitoring,0,cem_em_supervised,coverage_95,0.79
Parkinsons Telemonitoring,0,cem_em_supervised,mean_width_95,21.79833615927639
Parkinsons Telemonitoring,0,xgboost,rmse,5.558470022396831
Parkinsons Telemonitoring,0,xgboost,mean_crps,3.393463373184204
Parkinsons Telemonitoring,0,xgboost,wall_sec,5.322524699993664
Parkinsons Telemonitoring,0,xgboost,coverage_90,0.63
Parkinsons Telemonitoring,0,xgboost,mean_width_90,10.520714445284217
Parkinsons Telemonitoring,0,xgboost,coverage_95,0.73
Parkinsons Telemonitoring,0,xgboost,mean_width_95,12.536204478330587
Appliances Energy Prediction,0,lmjgp_transductive,rmse,107.42466439105462
Appliances Energy Prediction,0,lmjgp_transductive,mean_crps,40.99546813964844
Appliances Energy Prediction,0,lmjgp_transductive,wall_sec,92.36537900000985
Appliances Energy Prediction,0,lmjgp_transductive,coverage_90,0.855
Appliances Energy Prediction,0,lmjgp_transductive,mean_width_90,124.44469663160027
Appliances Energy Prediction,0,lmjgp_transductive,coverage_95,0.89
Appliances Energy Prediction,0,lmjgp_transductive,mean_width_95,148.2850020624634
Appliances Energy Prediction,0,cem_em_transductive,rmse,114.92093431974997
Appliances Energy Prediction,0,cem_em_transductive,mean_crps,52.6035041809082
Appliances Energy Prediction,0,cem_em_transductive,wall_sec,37.53689970000414
Appliances Energy Prediction,0,cem_em_transductive,coverage_90,0.365
Appliances Energy Prediction,0,cem_em_transductive,mean_width_90,50.85290783653919
Appliances Energy Prediction,0,cem_em_transductive,coverage_95,0.41
Appliances Energy Prediction,0,cem_em_transductive,mean_width_95,60.594977106550786
Appliances Energy Prediction,0,lmjgp_supervised,rmse,105.6526543637148
Appliances Energy Prediction,0,lmjgp_supervised,mean_crps,39.8330192565918
Appliances Energy Prediction,0,lmjgp_supervised,wall_sec,100.49948569999833
Appliances Energy Prediction,0,lmjgp_supervised,coverage_90,0.865
Appliances Energy Prediction,0,lmjgp_supervised,mean_width_90,124.46999023034016
Appliances Energy Prediction,0,lmjgp_supervised,coverage_95,0.885
Appliances Energy Prediction,0,lmjgp_supervised,mean_width_95,148.31514124430748
Appliances Energy Prediction,0,cem_em_supervised,rmse,108.67842871053058
Appliances Energy Prediction,0,cem_em_supervised,mean_crps,42.46393585205078
Appliances Energy Prediction,0,cem_em_supervised,wall_sec,101.31648029999633
Appliances Energy Prediction,0,cem_em_supervised,coverage_90,0.825
Appliances Energy Prediction,0,cem_em_supervised,mean_width_90,122.9846370190434
Appliances Energy Prediction,0,cem_em_supervised,coverage_95,0.85
Appliances Energy Prediction,0,cem_em_supervised,mean_width_95,146.54523372745555
Appliances Energy Prediction,0,xgboost,rmse,103.25991124490987
Appliances Energy Prediction,0,xgboost,mean_crps,41.900306701660156
Appliances Energy Prediction,0,xgboost,wall_sec,5.962983799996437
Appliances Energy Prediction,0,xgboost,coverage_90,0.865
Appliances Energy Prediction,0,xgboost,mean_width_90,123.5756949164965
Appliances Energy Prediction,0,xgboost,coverage_95,0.9
Appliances Energy Prediction,0,xgboost,mean_width_95,147.24952265189506
