dataset,seed,method,anchor,raw_pair_y_abs_corr,proj_pair_y_abs_corr_median,proj_minus_raw_pair_y_abs_corr,raw_anchor_knn_abs_y,proj_anchor_knn_abs_y_median,proj_minus_raw_anchor_knn_abs_y,all_neighbor_abs_y,lmjgp_anchor,lmjgp_abs_error,lmjgp_kappa_EW_raw,lmjgp_eff_rank_EW_raw,lmjgp_trace_E_WtW_A,lmjgp_eff_rank_E_WWt_B,lmjgp_kappa_K_metric_plus_noise,lmjgp_kappa_K_sampled_norm_plus_noise,lmjgp_kappa_K_EW_Z_plus_noise
Wine Quality,0,lmjgp_transductive,15.0,0.0095872495119324,-0.04248357577871972,-0.05207082529065212,0.20000000298023224,0.30000001192092896,0.10000000894069672,0.36000001430511475,15,,20797380.0,0.9999998807907104,26.65998077392578,2.946864604949951,1.5864537954330444,26.980252265930176,36.5052490234375
Wine Quality,0,lmjgp_transductive,16.0,-0.019512350949996985,-0.039603018398749315,-0.02009066744875233,1.7000000476837158,1.7000000476837158,0.0,1.6799999475479126,16,,81786.7734375,1.0,32.801902770996094,2.631971597671509,1.0379282236099243,25.71437644958496,26.219282150268555
Wine Quality,0,lmjgp_transductive,17.0,0.16026290269517451,0.03730405179046884,-0.12295885090470568,1.5,1.7000000476837158,0.20000004768371582,1.840000033378601,17,,7554.0625,1.0000087022781372,24.03687286376953,2.999912977218628,1.4264967441558838,26.732358932495117,30.893329620361328
Wine Quality,0,lmjgp_transductive,18.0,-0.059589877239187246,-0.1423516196100308,-0.08276174237084355,0.30000001192092896,0.5,0.19999998807907104,0.5199999809265137,18,,1825523.125,1.000000238418579,29.304845809936523,2.8237967491149902,1.198074460029602,32.356539726257324,29.233285903930664
Wine Quality,0,lmjgp_transductive,19.0,0.06015673086460929,0.04226735406835345,-0.017889376796255844,0.699999988079071,0.699999988079071,0.0,0.7200000286102295,19,,944652.25,1.000000238418579,27.245912551879883,2.9234604835510254,9.000252723693848,30.379615783691406,42.62565612792969
Wine Quality,0,lmjgp_transductive,20.0,-0.006964494253070025,-0.05772052424016762,-0.05075602998709759,0.30000001192092896,0.30000001192092896,0.0,0.3199999928474426,20,,64959096.0,1.0000001192092896,24.935211181640625,2.99373459815979,9.000075340270996,28.399843215942383,39.17296600341797
Wine Quality,0,lmjgp_transductive,21.0,0.31221604963211247,0.18779016774779805,-0.12442588188431442,0.5,0.6000000238418579,0.10000002384185791,0.6000000238418579,21,,113631.453125,1.0000001192092896,29.43290138244629,2.8170175552368164,1.042566180229187,25.211323738098145,28.84823226928711
Wine Quality,0,lmjgp_transductive,22.0,0.2521460112937206,0.10412058779221085,-0.14802542350150977,0.20000000298023224,0.30000001192092896,0.10000000894069672,0.2800000011920929,22,,4051.962890625,1.0000207424163818,26.865602493286133,2.9389877319335938,1.6080574989318848,34.321088790893555,31.847190856933594
Wine Quality,0,lmjgp_transductive,23.0,0.07468412479612282,0.05068982799668721,-0.023994296799435613,0.6000000238418579,0.6000000238418579,0.0,0.5600000023841858,23,,1680271744.0,1.0000001192092896,27.663955688476562,2.9051082134246826,1.0420889854431152,32.51360511779785,41.694732666015625
Wine Quality,0,lmjgp_transductive,24.0,-0.07538823322000489,-0.041066804373835794,0.034321428846169094,0.699999988079071,0.8499999940395355,0.15000000596046448,0.9200000166893005,24,,10549.3994140625,1.000000238418579,32.09783172607422,2.67073392868042,1.1926817893981934,34.174659729003906,27.51903533935547
