dataset,seed,method,split_type,n,metric_policy,n_eval_used,n_numeric_omitted,rmse,mean_crps,wall_sec,coverage_90,mean_width_90,coverage_95,mean_width_95
Parkinsons Telemonitoring,0,lmjgp_transductive,subject_grouped,25,raw,200,0,9.4828166145973,6.051057815551758,262.103449599992,0.645,20.76845113875497,0.7,24.747135902956874
Parkinsons Telemonitoring,0,lmjgp_transductive_residual_ridge,subject_grouped,25,raw,200,0,9.233180344577466,5.9534478187561035,100.43894930000533,0.595,19.087325516022744,0.68,22.743951169644532
Parkinsons Telemonitoring,0,lmjgp_supervised,subject_grouped,25,raw,200,0,9.237576437630924,5.819627285003662,102.98770190001233,0.63,21.18792852412027,0.68,25.246974036985122
Parkinsons Telemonitoring,0,lmjgp_supervised_residual_ridge,subject_grouped,25,raw,200,0,9.01971728157517,5.792927265167236,96.65715339998133,0.61,19.024265194831663,0.69,22.668810162345835
Parkinsons Telemonitoring,1,xgb_bootstrap,subject_grouped,25,raw,200,0,9.419583320299292,7.103585243225098,6.48826499999268,0.205,7.877893838716654,0.255,9.387089492292052
Parkinsons Telemonitoring,1,dkl_svgp,subject_grouped,25,raw,200,0,6.2052827755822335,3.635415554046631,1.1899318000068888,0.835,16.085965275075186,0.89,19.167609858478603
Parkinsons Telemonitoring,1,lmjgp_transductive,subject_grouped,25,raw,200,0,9.142774747995198,5.6937479972839355,95.12522489999537,0.655,21.360115492943763,0.76,25.4521474651683
Parkinsons Telemonitoring,1,lmjgp_transductive_residual_ridge,subject_grouped,25,raw,200,0,8.994006272554188,5.60521125793457,95.60425259999465,0.68,21.02072686823436,0.74,25.047740975561158
Parkinsons Telemonitoring,1,lmjgp_supervised,subject_grouped,25,raw,200,0,9.131062867817207,5.767966270446777,93.00468720000936,0.69,21.150426089351296,0.725,25.20228712972762
Parkinsons Telemonitoring,1,lmjgp_supervised_residual_ridge,subject_grouped,25,raw,200,0,8.942070399781995,5.6427083015441895,92.95755230000941,0.645,20.629048524339005,0.715,24.581027442526636
Parkinsons Telemonitoring,2,xgb_bootstrap,subject_grouped,25,raw,200,0,10.147933652209696,7.150008678436279,5.875288799987175,0.345,8.252251046258632,0.37,9.83316361834978
Parkinsons Telemonitoring,2,dkl_svgp,subject_grouped,25,raw,200,0,8.716499319645248,5.692300796508789,1.1972285000083502,0.48,15.235505034201482,0.525,18.154223977155493
Parkinsons Telemonitoring,2,lmjgp_transductive,subject_grouped,25,raw,200,0,9.979379240081103,6.230809211730957,89.81706359999953,0.605,18.866732695866652,0.68,22.481098612024933
Parkinsons Telemonitoring,2,lmjgp_transductive_residual_ridge,subject_grouped,25,raw,200,0,10.149607787742248,6.375061511993408,94.5467803000065,0.595,18.839322557710606,0.7,22.448437417912064
Parkinsons Telemonitoring,2,lmjgp_supervised,subject_grouped,25,raw,200,0,10.123304504793506,6.313114643096924,89.323903099983,0.635,19.08917386768904,0.69,22.746153616498976
Parkinsons Telemonitoring,2,lmjgp_supervised_residual_ridge,subject_grouped,25,raw,200,0,9.75402160703269,6.104825496673584,94.98686539998744,0.625,19.26875289021308,0.71,22.96013521994314
Parkinsons Telemonitoring,3,xgb_bootstrap,subject_grouped,25,raw,200,0,9.165575944961132,6.768148899078369,6.066103599994676,0.215,8.177362502876893,0.275,9.743928414999248
Parkinsons Telemonitoring,3,dkl_svgp,subject_grouped,25,raw,200,0,8.814224645630517,5.746514797210693,1.0794996000186075,0.56,14.43218129715418,0.58,17.197004704424852
Parkinsons Telemonitoring,3,lmjgp_transductive,subject_grouped,25,raw,200,0,10.205245856077255,6.665553092956543,91.72553859997424,0.545,18.79912878802689,0.645,22.400543587304792
Parkinsons Telemonitoring,3,lmjgp_transductive_residual_ridge,subject_grouped,25,raw,200,0,10.3226174658254,6.7280378341674805,93.50455320000765,0.545,18.276967664816457,0.635,21.778350232923334
Parkinsons Telemonitoring,3,lmjgp_supervised,subject_grouped,25,raw,200,0,10.322004202739322,6.865255832672119,88.43605579997529,0.495,18.09330745385981,0.58,21.559505593515993
Parkinsons Telemonitoring,3,lmjgp_supervised_residual_ridge,subject_grouped,25,raw,200,0,10.615528079014208,6.971889495849609,99.40090919999056,0.525,18.060319086600078,0.64,21.5201975294558
Parkinsons Telemonitoring,4,xgb_bootstrap,subject_grouped,25,raw,200,0,10.491981949754837,8.053606033325195,8.850522699998692,0.155,7.302927316969027,0.19,8.701974624636499
Parkinsons Telemonitoring,4,dkl_svgp,subject_grouped,25,raw,200,0,8.458894881700832,5.493404388427734,1.1159469000122044,0.58,14.51310348501042,0.68,17.29342943860766
Parkinsons Telemonitoring,4,lmjgp_transductive,subject_grouped,25,raw,200,0,10.694125514128537,7.002228260040283,92.91654229999403,0.59,19.392408421212043,0.665,23.10747987315482
Parkinsons Telemonitoring,4,lmjgp_transductive_residual_ridge,subject_grouped,25,raw,200,0,10.435035961014188,6.931385040283203,106.06302739999956,0.53,18.264601377782263,0.605,21.763614893065515
Parkinsons Telemonitoring,4,lmjgp_supervised,subject_grouped,25,raw,200,0,10.615748656746325,6.915067672729492,101.43935199998668,0.575,18.4772167497708,0.64,22.01696173489329
Parkinsons Telemonitoring,4,lmjgp_supervised_residual_ridge,subject_grouped,25,raw,200,0,10.595165600480444,7.03120231628418,97.52895980002359,0.53,17.769490390405437,0.595,21.173653763571483
Appliances Energy Prediction,0,xgb_bootstrap,random_row,35,raw,200,0,99.97672588146533,43.639198303222656,10.108233299979474,0.875,170.81917448550078,0.91,203.5436007038226
Appliances Energy Prediction,0,dkl_svgp,random_row,35,raw,200,0,103.13649115636369,46.1120719909668,1.2144015000085346,0.58,57.49837003977237,0.65,68.51353372796831
Appliances Energy Prediction,0,lmjgp_transductive,random_row,35,raw,200,0,102.87351593930379,39.849552154541016,88.35781709998264,0.875,156.89032686080745,0.89,186.9463550624932
Appliances Energy Prediction,0,lmjgp_transductive_residual_ridge,random_row,35,raw,200,0,105.7848796835438,45.271297454833984,87.22650530000101,0.805,163.16832145748387,0.88,194.42704702377603
Appliances Energy Prediction,0,lmjgp_supervised,random_row,35,raw,200,0,102.91276141318836,38.79152297973633,90.28877569999895,0.86,142.9203649565364,0.88,170.30011873536517
Appliances Energy Prediction,0,lmjgp_supervised_residual_ridge,random_row,35,raw,200,0,106.95008770923623,45.95143508911133,83.15104669998982,0.8,163.79052093225675,0.855,195.16844342633303
Appliances Energy Prediction,1,xgb_bootstrap,random_row,35,raw,200,0,114.961438698899,50.42218780517578,6.007669199985685,0.84,155.07343813666873,0.875,184.78139861598632
Appliances Energy Prediction,1,dkl_svgp,random_row,35,raw,200,0,124.14259869644698,55.804988861083984,1.0835034999763593,0.575,49.10559645393463,0.61,58.51292717604783
Appliances Energy Prediction,1,lmjgp_transductive,random_row,35,raw,200,0,119.4012002983015,47.98885726928711,79.92971359999501,0.775,128.370506913824,0.805,152.96289353999032
Appliances Energy Prediction,1,lmjgp_transductive_residual_ridge,random_row,35,raw,200,0,113.77954072643539,48.368408203125,84.36918829998467,0.785,141.00785291237676,0.85,168.02122007524594
Appliances Energy Prediction,1,lmjgp_supervised,random_row,35,raw,200,0,116.83000820487389,46.15711975097656,83.22446479997598,0.805,135.95279448408783,0.83,161.99774643792622
Appliances Energy Prediction,1,lmjgp_supervised_residual_ridge,random_row,35,raw,200,0,111.73253415622762,47.756351470947266,81.77277680000407,0.755,128.5567575953468,0.805,153.1848249154631
Appliances Energy Prediction,2,xgb_bootstrap,random_row,35,raw,200,0,89.02780109709273,42.30488204956055,6.135845999990124,0.905,207.6494866625865,0.94,247.42962449564337
Appliances Energy Prediction,2,dkl_svgp,random_row,35,raw,200,0,115.97782727157683,57.48301696777344,1.1050747999979649,0.565,70.48691955106851,0.625,83.99034506025524
Appliances Energy Prediction,2,lmjgp_transductive,random_row,35,raw,200,0,98.09333716393256,43.305747985839844,89.84103839998716,0.815,178.44795975818982,0.845,212.63385903153284
Appliances Energy Prediction,2,lmjgp_transductive_residual_ridge,random_row,35,raw,200,0,92.83400177630631,43.96074676513672,85.4090344000142,0.805,172.2127995940722,0.86,205.20420744474777
Appliances Energy Prediction,2,lmjgp_supervised,random_row,35,raw,200,0,104.95404196061936,44.485443115234375,86.7567172999843,0.865,189.78477124098274,0.89,226.1425031088638
